LineNum,Prices,Estimates,ClassicResidual,KalmanResidual,CorrectedKalmanResidual
197,88.6200000000,87.8798638151,0.7399993151,3289.7155958669,3322.4480407102,
198,87.9600000000,88.6099055145,-0.6500345690,-2860.2586600256,-2982.1297110048,
199,90.4200000000,87.9498706778,2.4699932794,11299.1453556664,11309.2821809154,
200,90.2100000000,90.4100097791,-0.2001188904,-912.5187548375,-859.6325958553,
201,89.1600000000,90.1999985586,-1.0401100937,-4664.2018435736,-4733.5777257898,
202,90.5400000000,89.1499361496,1.3899394801,6372.2197260421,6343.4512898364,
203,91.1000000000,90.5300196217,0.5698727229,2636.7887136638,2601.8797688869,
204,91.7800000000,91.0900572477,0.6898426523,3227.9180221522,3249.9044992418,
205,91.3400000000,91.7701040084,-0.4301945689,-1998.8861385698,-1842.6352909467,
206,88.3100000000,91.3300761876,-3.0201728130,-13363.9530796882,-13310.5117114691,
207,87.2400000000,88.2998850960,-1.0600230195,-4613.8945463313,-4545.4991471410,
208,85.8700000000,87.2298303386,-1.3599802692,-5797.4594023724,-5728.8946545536,
209,84.4900000000,85.8597656495,-1.3699299985,-5720.6064207134,-5780.9725226643,
210,85.7100000000,84.4797076190,1.2301147506,5231.7156321039,5166.2150005841,
211,87.0300000000,85.6997592601,1.3300745674,5771.2975408695,5803.8288049905,
212,86.3700000000,87.0198206254,-0.6499731452,-2792.6091741287,-2988.5708262708,
213,90.3900000000,86.3597910066,4.0300494348,18404.1244574733,18282.9682360481,
214,92.8100000000,90.3799905883,2.4298948262,11531.9236940597,11612.3927331452,
215,91.2400000000,92.8001437106,-1.5602237477,-7219.4094645533,-7066.2580094823,
216,88.2600000000,91.2300376939,-2.9701425855,-13111.5246122269,-13157.8014211052,
217,89.1800000000,88.2498573697,0.9299949702,4164.3276904069,4166.8414104921,
218,89.1200000000,89.1699077037,-0.0500437335,-223.9181140788,-204.2900459611,
219,88.7200000000,89.1099064126,-0.3900429863,-1734.8209710256,-1833.0017142708,
220,90.6900000000,88.7098866268,1.9799717870,9078.1255733166,9260.1825804970,
221,87.1500000000,90.6799964752,-3.5301118409,-15318.2953584452,-15302.3329410708,
222,86.8200000000,87.1397941005,-0.3199598625,-1381.8182224951,-1348.3594779166,
223,86.1400000000,86.8097807860,-0.6699501686,-2864.6919751695,-2907.1789821592,
224,86.9900000000,86.1297522120,0.8600708024,3724.8079881117,3863.4281399639,
225,84.2400000000,86.9797914837,-2.7399586014,-11392.7472245793,-11301.4201099294,
226,82.4000000000,84.2296729259,-1.8298718745,-7410.3194460926,-7410.3279004393,
227,82.3900000000,82.3896112821,0.0001720037,0.6965849038,98.7107415209,
228,80.4100000000,82.3796131560,-1.9698296959,-7758.0180676748,-7738.3851545385,
229,80.0000000000,80.3995597851,-0.3997933335,-1565.8865104898,-1585.9213602687,
230,80.4000000000,79.9895527264,0.4102108371,1615.9315491944,1611.5138789081,
231,80.4800000000,80.3895636791,0.0902031992,355.7975544483,402.6309831095,
232,79.5200000000,80.4695677105,-0.9497999294,-3697.4664707543,-3857.1952432323,
233,82.8400000000,79.5095486001,3.3302117616,13571.7612541978,13509.7418167110,
234,84.1000000000,82.8296250842,1.2701618290,5270.0551879805,5187.4884826437,
235,85.7800000000,84.0896667505,1.6901329514,7183.5490423679,7205.9028263809,
236,85.3200000000,85.7697290363,-0.4499106369,-1899.9374903422,-1875.1191884190,
237,84.8100000000,85.3097128205,-0.4998997096,-2096.0195688345,-2151.5282184682,
238,85.9300000000,84.7996954933,1.1301118554,4815.6255838774,4854.4822421215,
239,85.1400000000,85.9197396089,-0.7799188592,-3286.3856384789,-3325.3136241091,
240,85.9200000000,85.1297102519,0.7901009195,3367.1743365367,3338.0025878322,
241,86.5000000000,85.9097421348,0.5900787707,2536.2281784923,2539.2078881503,
242,86.4300000000,86.4897677733,-0.0599391633,-257.4112984706,-152.7868943761,
243,84.3400000000,86.4197668844,-2.0799389337,-8669.2001065107,-8670.1942139930,
244,84.3500000000,84.3296849587,0.0201158411,83.8699536781,174.8210034964,
245,82.5200000000,84.3396874080,-1.8198862128,-7395.9381950780,-7433.6954217509,
246,83.2800000000,82.5096290776,0.7701509674,3163.5490955638,3189.2743897816,
247,82.7500000000,83.2696531187,-0.5198646383,-2120.1369623361,-2184.6931988006,
248,84.0600000000,82.7396392129,1.3201435917,5483.3390768844,5527.0504872898,
249,83.1700000000,84.0496804419,-0.8798827429,-3610.1510423012,-3727.8525400794,
250,85.5800000000,83.1596537262,2.4201335976,10268.4799959376,10271.9481957167,
251,85.5000000000,85.5697326623,-0.0699166981,-296.3700567808,-168.5229937936,
252,82.9500000000,85.4897317014,-2.5399165277,-10388.2914778551,-10510.2377867695,
253,85.4500000000,82.9396430321,2.5101388695,10627.4909094443,10617.5874066778,
254,85.6400000000,85.4397220563,0.2000896637,849.5554859707,859.9767695345,
255,85.4200000000,85.6297311725,-0.2099165943,-888.6886132000,-855.3519697365,
256,84.7400000000,85.4097250145,-0.6699131743,-2809.7409814903,-2819.6344077232,
257,84.9300000000,84.7297024669,0.2001004020,841.6255647955,951.5129151747,
258,82.7300000000,84.9197111008,-2.1899054213,-8934.8598075957,-8929.4373825962,
259,82.6100000000,82.7196400765,-0.1098632436,-447.5923235765,-424.8470433116,
260,82.1400000000,82.5996389050,-0.4598632000,-1861.9142779522,-1825.7728559459,
261,81.4000000000,82.1296284746,-0.7298580312,-2926.1345833794,-2872.0869803781,
262,80.3000000000,81.3896121691,-1.0898499720,-4305.9548808529,-4285.2409033194,
263,79.8700000000,80.2895899053,-0.4198395792,-1649.5830384181,-1671.6686955880,
264,80.3100000000,79.8595838361,0.4501622973,1779.4156556968,1736.3248756826,
265,81.1800000000,80.2995941015,0.8801568821,3520.2365846821,3519.7366350636,
266,81.1800000000,81.1696137052,0.0101469701,40.5907343326,16.9975289818,
267,81.6500000000,81.1696158446,0.4801451320,1933.1513333411,1954.9023654074,
268,81.2000000000,81.6396284872,-0.4398617710,-1760.6483695657,-1782.7794413947,
269,81.6400000000,81.1896202341,0.4501414246,1812.7105624631,1818.6281122510,
270,81.5100000000,81.6296321629,-0.1198650197,-481.9439653039,-607.7374312465,
271,84.0900000000,81.4996312769,2.5901345926,10779.5160370292,10783.4727287999,
272,84.0000000000,84.0796972117,-0.0798989439,-332.1733836266,-280.3780649192,
273,82.9500000000,83.9896965116,-1.0398992192,-4263.0962042781,-4288.2328158134,
274,83.4500000000,82.9396674060,0.5101153786,2105.6526452153,2133.9421604217,
275,82.8700000000,83.4396831980,-0.5698933390,-2334.5604225406,-2350.3559135679,
276,83.1800000000,82.8596689708,0.3201131304,1317.0107013873,1398.9424631175,
277,81.5300000000,83.1696793880,-1.6398927511,-6600.6694955114,-6649.2626841563,
278,82.5100000000,81.5196380941,0.9901261643,4037.8917647965,4167.9683299696,
279,79.9100000000,82.4996627001,-2.5898855439,-10204.8757045171,-10260.7045185416,
280,81.0400000000,79.8996044484,1.1401385141,4559.8576201127,4445.0329774551,
281,83.3900000000,81.0296266644,2.3601299224,9735.4067352743,9818.8576905604,
282,81.7100000000,83.3796806999,-1.6698936097,-6737.1940044740,-6736.2124063713,
283,81.6800000000,81.6996386494,-0.0198752235,-80.1693219521,-4.3961513272,
284,80.1500000000,81.6696400919,-1.5198767466,-6009.8612966022,-6036.9126469698,
285,80.6900000000,80.1396103755,0.5501332364,2190.9892755203,2188.0222159797,
286,80.7400000000,80.6796219822,0.0601285699,239.6694048144,303.8697564028,
287,79.4400000000,80.7296250412,-1.2898735346,-5056.1466663314,-5086.6314094498,
288,80.0500000000,79.4296039856,0.6201313588,2450.4190749817,2462.7742069769,
289,79.7900000000,80.0396154115,-0.2498724192,-984.2290380237,-1009.3350567296,
290,80.2900000000,79.7796132874,0.5101267888,2022.6681540899,1940.0593778937,
291,81.9700000000,80.2796234591,1.6901231612,6848.9495822870,6851.4169270240,
292,81.9100000000,81.9596565520,-0.0498876865,-202.0395321255,-211.9228022513,
293,82.1000000000,81.8996573078,0.2001110259,812.5683655815,791.3485678349,
294,82.5200000000,82.0896635980,0.4301077763,1756.3325197719,1750.8871021735,
295,82.6200000000,82.5096752659,0.1101025541,450.2628257215,443.8274800411,
296,82.7400000000,82.6096797193,0.1300999211,532.9632376103,469.0864344477,
297,84.0300000000,82.7296846771,1.3000971046,5416.6816658975,5288.2611729930,
298,86.6500000000,84.0197193426,2.6300827361,11340.8504657279,11268.7910656293,
299,88.1000000000,86.6398004654,1.4600460141,6419.1647217200,6337.0846206889,
300,89.7500000000,88.0898568274,1.6600176370,7462.9336914791,7583.7748792372,
301,87.3600000000,89.7399285478,-2.3800198097,-10359.5652776937,-10418.4653339983,
302,88.5400000000,87.3498235107,1.1900335190,5262.6617289172,5287.7082392046,
303,88.0300000000,88.5298717042,-0.4999909048,-2196.3833758403,-2075.9693350879,
304,85.6400000000,88.0198523397,-2.3799818770,-10128.2670918380,-10234.2853893031,
305,87.7900000000,85.6297620576,2.1600604446,9455.8654546146,9472.8529162450,
306,87.4400000000,87.7798370990,-0.3399743723,-1481.6130766434,-1471.6340279979,
307,87.2300000000,87.4298254134,-0.1999694778,-869.1950655715,-879.6495348301,
308,87.4300000000,87.2198194190,0.2100326220,915.4943370553,1046.0699518617,
309,84.8400000000,87.4198288427,-2.5799724752,-10869.4230097047,-10816.4508058920,
310,83.7700000000,84.8297378439,-1.0599327301,-4404.8460476233,-4342.3633009724,
311,82.5100000000,83.7597093164,-1.2499228274,-5111.9240542740,-5099.0189117111,
312,82.2400000000,82.4996798805,-0.2599142512,-1059.5321623565,-941.3404744851,
313,79.8800000000,82.2296760600,-2.3499143965,-9297.8896555434,-9179.7302055584,
314,77.5200000000,79.8696326100,-2.3499072691,-9028.2437061680,-9036.6652261710,
315,77.6800000000,77.5096063709,0.1700870526,654.8761459982,619.8357985335,
316,78.3800000000,77.6696096008,0.7100861273,2758.2018601725,2721.6923293480,
317,79.1100000000,78.3696170971,0.7400877303,2901.2970963813,3007.2846473295,
318,76.9900000000,79.0996262736,-2.1099115212,-8057.5431580190,-8076.8457222260,
319,77.3700000000,76.9796080843,0.3900785786,1496.8947726006,1537.7837877557,
320,76.5400000000,77.3596121886,-0.8199205492,-3114.9969501405,-3039.7972488082,
321,75.0300000000,76.5296099257,-1.4999282228,-5594.9728243318,-5569.5306760120,
322,74.5100000000,75.0196085924,-0.5099443307,-1890.5272802830,-1949.2792838500,
323,75.6900000000,74.4996114548,1.1900474991,4476.0643967700,4434.0524068949,
324,76.5300000000,75.6796117786,0.8500602827,3230.5900009494,3275.5508081899,
325,75.6200000000,76.5196151593,-0.8999329228,-3383.0284671158,-3455.9034580838,
326,77.0900000000,75.6096150521,1.4800564573,5664.5072451646,5559.2123734343,
327,79.2300000000,77.0796195884,2.1500697377,8446.3537734528,8570.7836280823,
328,76.7500000000,79.2196350625,-2.4699172964,-9413.3989505602,-9433.7103636942,
329,77.1500000000,76.7396153222,0.4100674259,1570.7133355115,1570.7098953655,
330,77.1400000000,77.1396189254,0.0000692811,0.2653871131,-83.7357016844,
331,78.8400000000,77.1296210022,1.7100674327,6687.3959614861,6731.2926456883,
332,77.9500000000,78.8296327679,-0.8799212382,-3404.5464416296,-3280.9728538850,
